EMPLOYER,title,salary,location,submit_date,start_date,status
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",3/21/2013,9/19/2013,CERTIFIED
XACTLY CORPORATION,DATA SCIENTIST,130220,"SAN JOSE, CA",3/20/2013,9/18/2013,CERTIFIED
ADOMETRY INC,DATA SCIENTIST,70000,"AUSTIN, TX",3/20/2013,9/19/2013,CERTIFIED
CAREERBUILDER LLC,DATA SCIENTIST,75000,"NORCROSS, GA",3/20/2013,9/19/2013,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,120249,"MENLO PARK, CA",3/20/2013,9/5/2013,CERTIFIED
SUMO LOGIC INC,DATA SCIENTIST,125000,"REDWOOD CITY, CA",3/20/2013,9/19/2013,CERTIFIED
GLOBAL MARKETING RESOURCE INC,DATA SCIENTIST,125000,"CHARLESTOWN, MA",3/20/2013,9/10/2013,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,128000,"MENLO PARK, CA",3/20/2013,9/5/2013,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",3/20/2013,9/10/2013,CERTIFIED
TWITTER INC,DATA SCIENTIST,94000,"SAN FRANCISCO, CA",3/19/2013,9/18/2013,CERTIFIED
M2 RESOURCES INC,DATA SCIENTIST,96000,"NEW YORK, NY",3/19/2013,9/18/2013,CERTIFIED
CONSULTADD INC,DATA SCIENTIST,75000,"JERSEY CITY, NJ",3/17/2013,9/2/2013,CERTIFIED
CONSULTADD INC,DATA SCIENTIST,110000,"JERSEY CITY, NJ",3/17/2013,9/2/2013,CERTIFIED
OBJECTIVE LOGISTICS INC,DATA SCIENTIST,85000,"BOSTON, MA",3/16/2013,9/15/2013,DENIED
CAPITAL ACCESS NETWORK INC,DATA SCIENTIST,68000,"KENNESAW, GA",3/15/2013,9/8/2013,CERTIFIED
TRULIA INC,DATA SCIENTIST,115000,"SAN FRANCISCO, CA",3/15/2013,9/14/2013,CERTIFIED
APPLE INC,DATA SCIENTIST,155000,"CUPERTINO, CA",3/15/2013,3/20/2013,CERTIFIED
OUTBRAIN INC,DATA SCIENTIST,60000,"NEW YORK, NY",3/14/2013,9/13/2013,WITHDRAWN
OUTBRAIN INC,DATA SCIENTIST,60000,"NEW YORK, NY",3/14/2013,9/12/2013,CERTIFIED
LITLE & CO LLC,DATA SCIENTIST,82326,"LOWELL, MA",3/14/2013,9/1/2013,CERTIFIED
OUTBRAIN INC,DATA SCIENTIST,91000,"NEW YORK, NY",3/14/2013,9/12/2013,CERTIFIED
UBER TECHNOLOGIES INC,DATA SCIENTIST,100000,"SAN FRANCISCO, CA",3/14/2013,9/10/2013,CERTIFIED
C3 INC,DATA SCIENTIST,85000,"REDWOOD CITY, CA",3/13/2013,9/12/2013,CERTIFIED
CONVIVA INC,DATA SCIENTIST,90000,"SAN MATEO, CA",3/13/2013,9/5/2013,CERTIFIED
INTEGRAL AD SCIENCE INC,DATA SCIENTIST,90000,"NEW YORK, NY",3/13/2013,9/12/2013,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,90933,"MENLO PARK, CA",3/13/2013,9/10/2013,CERTIFIED
AMERICAN EXPRESS TRS CO INC,DATA SCIENTIST,105000,"NEW YORK, NY",3/13/2013,9/8/2013,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",3/13/2013,9/12/2013,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",3/13/2013,9/10/2013,CERTIFIED
IBM CORPORATION,DATA SCIENTIST,95000,"CAMBRIDGE, MA",3/11/2013,7/10/2013,CERTIFIED
TAPJOY INC,DATA SCIENTIST,125000,"SAN FRANCISCO, CA",3/11/2013,9/5/2013,CERTIFIED
NGMOCO LLC,DATA SCIENTIST,90000,"SAN FRANCISCO, CA",3/10/2013,6/1/2013,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",3/8/2013,9/7/2013,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",3/7/2013,9/5/2013,CERTIFIED
PAYPAL INC,DATA SCIENTIST,140000,"SAN JOSE, CA",3/7/2013,9/6/2013,CERTIFIED
NPARIO INC,DATA SCIENTIST,97344,"REDMOND, WA",3/6/2013,8/26/2013,CERTIFIED
AIRBNB INC,DATA SCIENTIST,100000,"SAN FRANCISCO, CA",3/6/2013,9/1/2013,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,125000,"MENLO PARK, CA",3/5/2013,9/1/2013,CERTIFIED
LINKEDIN CORPORATION,DATA SCIENTIST,91437,"MOUNTAIN VIEW, CA",3/1/2013,8/29/2013,CERTIFIED
EXELATE INC,DATA SCIENTIST,75000,"NEW YORK, NY",2/28/2013,8/27/2013,CERTIFIED
WHALESHARK MEDIA INC,DATA SCIENTIST,130000,"AUSTIN, TX",2/28/2013,8/29/2013,CERTIFIED
1901 GROUP LLC,DATA SCIENTIST,60940,"BLACKSBURG, VA",2/27/2013,8/1/2013,CERTIFIED
AGILONE INC,DATA SCIENTIST,81000,"MOUNTAIN VIEW, CA",2/26/2013,8/25/2013,CERTIFIED
SENSE NETWORKS INC,DATA SCIENTIST,75000,"NEW YORK, NY",2/21/2013,8/23/2013,CERTIFIED
BIRCHBOX INC,DATA SCIENTIST,105000,"NEW YORK, NY",2/20/2013,8/20/2013,CERTIFIED
VISUAL REVENUE INC,DATA SCIENTIST,75000,"NEW YORK, NY",2/15/2013,8/15/2013,CERTIFIED
INTUIT INC,DATA SCIENTIST,124800,"MOUNTAIN VIEW, CA",2/15/2013,8/12/2013,CERTIFIED
AGILONE INC,DATA SCIENTIST,81000,"MOUNTAIN VIEW, CA",2/14/2013,8/13/2013,CERTIFIED
COMRISE TECHNOLOGY INC,DATA SCIENTIST,49338,"MIAMISBURG, OH",2/11/2013,8/11/2013,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,130000,"MENLO PARK, CA",2/11/2013,7/6/2013,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,115000,"BELLEVUE, WA",2/6/2013,2/18/2013,CERTIFIED
EMC CORPORATION,DATA SCIENTIST,75525,"SAN MATEO, CA",2/4/2013,8/3/2013,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,130000,"MENLO PARK, CA",2/1/2013,8/1/2013,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,115000,"BELLEVUE, WA",1/31/2013,2/18/2013,CERTIFIED
THE GAP INC,DATA SCIENTIST,104831,"SAN FRANCISCO, CA",1/29/2013,1/31/2013,CERTIFIED
QUORA INC,DATA SCIENTIST,130000,"MOUNTAIN VIEW, CA",1/28/2013,2/4/2013,CERTIFIED
QUORA INC,DATA SCIENTIST,130000,"MOUNTAIN VIEW, CA",1/25/2013,2/4/2013,CERTIFIED
COMRISE TECHNOLOGY INC,DATA SCIENTIST,45094,"HAZLET, NJ",1/16/2013,7/15/2013,CERTIFIED
ADELPHIC INC,DATA SCIENTIST,85000,"WALTHAM, MA",1/11/2013,2/11/2013,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,130000,"MENLO PARK, CA",1/11/2013,7/6/2013,CERTIFIED
IBM CORPORATION,DATA SCIENTIST,95000,"CAMBRIDGE, MA",1/9/2013,7/10/2013,CERTIFIED
23ANDME INC,DATA SCIENTIST,90000,"MOUNTAIN VIEW, CA",12/28/2012,1/7/2013,CERTIFIED
OCEANUS AUTOMOTIVE LLC,DATA SCIENTIST,55000,"AUSTIN, TX",11/30/2012,11/30/2012,CERTIFIED
PAYPAL INC,DATA SCIENTIST,120000,"BOSTON, MA",11/21/2012,12/1/2012,CERTIFIED
DISNEY ONLINE,DATA SCIENTIST,112000,"PALO ALTO, CA",11/19/2012,12/2/2012,CERTIFIED
APPLOVIN CORPORATION,DATA SCIENTIST,115000,"PALO ALTO, CA",11/12/2012,12/17/2012,CERTIFIED
OCEANUS AUTOMOTIVE LLC,DATA SCIENTIST,55000,"AUSTIN, TX",11/2/2012,11/15/2012,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,120000,"MENLO PARK, CA",10/30/2012,11/19/2012,CERTIFIED
QUICKEN LOANS INC,DATA SCIENTIST,110000,"DETROIT, MI",10/23/2012,11/5/2012,CERTIFIED
PLAYDOM INC PART OF THE WALT DISNEY COMPANY,DATA SCIENTIST,112000,"PALO ALTO, CA",10/16/2012,10/29/2012,CERTIFIED
GUESTMOB INC,DATA SCIENTIST,105000,"SAN MATEO, CA",10/15/2012,10/15/2012,CERTIFIED
GUAVUS INC,DATA SCIENTIST,160000,"SAN MATEO, CA",9/28/2012,10/15/2012,CERTIFIED
GUESTMOB INC,DATA SCIENTIST,105000,"SAN MATEO, CA",9/27/2012,10/15/2012,DENIED
